Zip,Territory,Region
66006,MO KANSAS CITY,CENTRAL
2747,CT HARTFORD,EAST
32034,FL JACKSONVILLE,SOUTH
77386,TX HOUSTON NORTH,CENTRAL
7662,NJ HACKENSACK,NORTH
8110,NJ SOUTHERN,NORTH
80517,CO SOUTH,WEST
60634,IN INDIANAPOLIS NORTH,EAST
75840,TX DALLAS,CENTRAL
8302,NJ SOUTHERN,NORTH
18976,PA PHILADELPHIA NORTH,NORTH
34608,FL TAMPA,SOUTH
43812,PA PITTSBURGH,EAST
33477,FL WEST PALM BEACH,SOUTH
16510,NY BUFFALO,EAST
89104,NV LAS VEGAS,WEST
46806,IN INDIANAPOLIS NORTH,EAST
32828,FL ORLANDO,SOUTH
78745,TX AUSTIN,CENTRAL
77043,TX HOUSTON NORTH,CENTRAL
8872,NJ CENTRAL,NORTH
49203,MI DETROIT,EAST
40359,KY LOUISVILLE,EAST
31410,FL JACKSONVILLE,SOUTH
21212,MD BETHESDA SOUTH,EAST
73150,OK OKLAHOMA CITY,CENTRAL
47660,KY LOUISVILLE,EAST
93221,CA CENTRAL,WEST
76014,TX FORT WORTH,CENTRAL
11801,NY LONG ISLAND EAST,NORTH
7950,NJ HACKENSACK,NORTH
11542,NY LONG ISLAND WEST,NORTH
2493,CT HARTFORD,EAST
10502,NY BRONX,NORTH
41143,KY LOUISVILLE,EAST
77377,TX HOUSTON NORTH,CENTRAL
21230,MD BETHESDA SOUTH,EAST
80107,CO SOUTH,WEST
36271,AL HUNTSVILLE,CENTRAL
90242,CA LONG BEACH,WEST
95531,CA SAN FRANCISCO EAST,WEST
2871,CT HARTFORD,EAST
2816,CT HARTFORD,EAST
27379,NC RALEIGH,EAST
10562,NY WESTCHESTER,EAST
16407,NY BUFFALO,EAST
11733,NY LONG ISLAND EAST,NORTH
19963,PA PHILADELPHIA SOUTH,NORTH
95919,CA SACRAMENTO,WEST
11566,NY LONG ISLAND WEST,NORTH
28813,SC GREENVILLE,SOUTH
7960,NJ HACKENSACK,NORTH
33024,FL MIAMI,SOUTH
95560,CA SAN FRANCISCO EAST,WEST
1566,CT HARTFORD,EAST
60629,IN INDIANAPOLIS NORTH,EAST
91702,CA IRVINE,WEST
92602,CA IRVINE,WEST
70785,LA NEW ORLEANS,SOUTH
94402,CA SAN JOSE,WEST
46835,IN INDIANAPOLIS NORTH,EAST
35226,AL BIRMINGHAM,SOUTH
12572,NY WESTCHESTER,EAST
29412,FL JACKSONVILLE,SOUTH
12019,NY WESTCHESTER,EAST
34453,FL TALLAHASSEE,SOUTH
33547,FL TAMPA,SOUTH
28422,NC WILMINGTON,EAST
15226,PA PITTSBURGH,EAST
29340,NC CHARLOTTE,SOUTH
42220,KY LOUISVILLE,EAST
36518,LA NEW ORLEANS,SOUTH
91792,CA IRVINE,WEST
42450,KY LOUISVILLE,EAST
45208,KY LOUISVILLE,EAST
73012,OK OKLAHOMA CITY,CENTRAL
70805,LA NEW ORLEANS,SOUTH
76033,TX FORT WORTH,CENTRAL
32561,FL TALLAHASSEE,SOUTH
33629,FL TAMPA,SOUTH
6489,CT HARTFORD,EAST
43516,MI DETROIT,EAST
30912,SC GREENVILLE,SOUTH
60487,IN INDIANAPOLIS NORTH,EAST
85286,AZ ARIZONA,WEST
70427,LA NEW ORLEANS,SOUTH
40243,KY LOUISVILLE,EAST
79915,TX EL PASO,CENTRAL
14642,NY BUFFALO,EAST
49008,MI DETROIT,EAST
88001,TX EL PASO,CENTRAL
11598,NY LONG ISLAND WEST,NORTH
30548,SC GREENVILLE,SOUTH
28360,NC WILMINGTON,EAST
20715,MD BETHESDA SOUTH,EAST
16350,NY BUFFALO,EAST
1655,CT HARTFORD,EAST
93111,CA SAN JOSE,WEST
78712,TX AUSTIN,CENTRAL
93555,CA CENTRAL,WEST
79924,TX EL PASO,CENTRAL
12143,NY WESTCHESTER,EAST
77079,TX HOUSTON NORTH,CENTRAL
72761,OK OKLAHOMA CITY,CENTRAL
12583,NY WESTCHESTER,EAST
19026,PA PHILADELPHIA SOUTH,NORTH
60423,IN INDIANAPOLIS NORTH,EAST
28513,NC WILMINGTON,EAST
45202,KY LOUISVILLE,EAST
16830,PA PITTSBURGH,EAST
33146,FL MIAMI,SOUTH
77041,TX HOUSTON NORTH,CENTRAL
27127,NC CHARLOTTE,SOUTH
29550,NC CHARLOTTE,SOUTH
19971,PA PHILADELPHIA SOUTH,NORTH
10034,NY BRONX,NORTH
86333,AZ ARIZONA,WEST
45216,KY LOUISVILLE,EAST
20769,MD BETHESDA SOUTH,EAST
32025,FL TALLAHASSEE,SOUTH
31082,GA ATLANTA SOUTH,SOUTH
48214,MI DETROIT,EAST
37663,TN KNOXVILLE,CENTRAL
15229,PA PITTSBURGH,EAST
85015,AZ ARIZONA,WEST
44147,PA PITTSBURGH,EAST
80109,CO SOUTH,WEST
30303,GA ATLANTA NORTH,SOUTH
81631,CO SOUTH,WEST
60438,IN INDIANAPOLIS NORTH,EAST
78934,TX AUSTIN,CENTRAL
60025,IN INDIANAPOLIS NORTH,EAST
36280,AL BIRMINGHAM,SOUTH
92620,CA IRVINE,WEST
79109,TX EL PASO,CENTRAL
6112,CT HARTFORD,EAST
78620,TX AUSTIN,CENTRAL
34785,FL ORLANDO,SOUTH
48306,MI DETROIT,EAST
92410,CA RIVERSIDE,WEST
8502,NJ CENTRAL,NORTH
37379,TN KNOXVILLE,CENTRAL
30022,GA ATLANTA NORTH,SOUTH
90601,CA LONG BEACH,WEST
95019,CA SAN JOSE,WEST
60142,IN INDIANAPOLIS NORTH,EAST
90623,CA IRVINE,WEST
20912,MD BETHESDA SOUTH,EAST
32669,FL TALLAHASSEE,SOUTH
29520,NC WILMINGTON,EAST
48313,MI DETROIT,EAST
87112,TX EL PASO,CENTRAL
29036,NC CHARLOTTE,SOUTH
41721,KY LOUISVILLE,EAST
10033,NY BRONX,NORTH
76123,TX FORT WORTH,CENTRAL
2482,CT HARTFORD,EAST
85340,AZ ARIZONA,WEST
37814,TN KNOXVILLE,CENTRAL
30650,GA ATLANTA SOUTH,SOUTH
27522,NC RALEIGH,EAST
27932,NC RALEIGH,EAST
95125,CA SAN JOSE,WEST
44111,PA PITTSBURGH,EAST
8691,NJ CENTRAL,NORTH
38001,TN NASHVILLE,CENTRAL
14201,NY BUFFALO,EAST
92274,CA SAN DIEGO,WEST
48357,MI DETROIT,EAST
44654,PA PITTSBURGH,EAST
34203,FL TAMPA,SOUTH
32501,FL TALLAHASSEE,SOUTH
94539,CA SAN JOSE,WEST
8043,NJ SOUTHERN,NORTH
28269,NC CHARLOTTE,SOUTH
7481,NJ HACKENSACK,NORTH
95948,CA SACRAMENTO,WEST
27563,NC RALEIGH,EAST
23086,VA ALEXANDRIA,EAST
41635,KY LOUISVILLE,EAST
37148,TN NASHVILLE,CENTRAL
29055,NC CHARLOTTE,SOUTH
37415,TN KNOXVILLE,CENTRAL
6106,CT HARTFORD,EAST
8003,NJ SOUTHERN,NORTH
80121,CO SOUTH,WEST
90016,CA LONG BEACH,WEST
44001,PA PITTSBURGH,EAST
86001,AZ ARIZONA,WEST
7601,NJ HACKENSACK,NORTH
27320,NC RALEIGH,EAST
14813,NY BUFFALO,EAST
8406,NJ SOUTHERN,NORTH
32425,FL TALLAHASSEE,SOUTH
31146,GA ATLANTA NORTH,SOUTH
44118,PA PITTSBURGH,EAST
33169,FL MIAMI,SOUTH
89109,NV LAS VEGAS,WEST
27817,NC RALEIGH,EAST
95129,CA SAN JOSE,WEST
15238,PA PITTSBURGH,EAST
29609,SC GREENVILLE,SOUTH
95602,CA SACRAMENTO,WEST
11364,NY LONG ISLAND WEST,NORTH
85283,AZ ARIZONA,WEST
1944,CT HARTFORD,EAST
6032,CT HARTFORD,EAST
80403,CO SOUTH,WEST
80904,CO SOUTH,WEST
15101,PA PITTSBURGH,EAST
64870,OK OKLAHOMA CITY,CENTRAL
74447,OK OKLAHOMA CITY,CENTRAL
33033,FL MIAMI,SOUTH
29571,NC WILMINGTON,EAST
28690,NC CHARLOTTE,SOUTH
60143,IN INDIANAPOLIS NORTH,EAST
35986,AL HUNTSVILLE,CENTRAL
27302,NC RALEIGH,EAST
85643,AZ ARIZONA,WEST
29841,SC GREENVILLE,SOUTH
6238,CT HARTFORD,EAST
32277,FL JACKSONVILLE,SOUTH
50219,MO KANSAS CITY,CENTRAL
30513,GA ATLANTA NORTH,SOUTH
32011,FL JACKSONVILLE,SOUTH
46068,IN INDIANAPOLIS NORTH,EAST
19149,PA PHILADELPHIA NORTH,NORTH
85205,AZ ARIZONA,WEST
91316,CA LOS ANGELES NORTH,WEST
18512,NY WESTCHESTER,EAST
70584,LA NEW ORLEANS,SOUTH
85603,AZ ARIZONA,WEST
12553,NY WESTCHESTER,EAST
13206,NY BUFFALO,EAST
28327,NC WILMINGTON,EAST
29554,NC WILMINGTON,EAST
29349,NC CHARLOTTE,SOUTH
24017,VA ALEXANDRIA,EAST
40769,TN KNOXVILLE,CENTRAL
6441,CT HARTFORD,EAST
31324,FL JACKSONVILLE,SOUTH
73109,OK OKLAHOMA CITY,CENTRAL
46218,IN INDIANAPOLIS NORTH,EAST
48178,MI DETROIT,EAST
21225,MD BETHESDA SOUTH,EAST
19033,PA PHILADELPHIA SOUTH,NORTH
39305,AL BIRMINGHAM,SOUTH
11004,NY LONG ISLAND WEST,NORTH
45042,KY LOUISVILLE,EAST
24641,TN KNOXVILLE,CENTRAL
90650,CA LONG BEACH,WEST
19810,PA PHILADELPHIA SOUTH,NORTH
48015,MI DETROIT,EAST
85203,AZ ARIZONA,WEST
92831,CA IRVINE,WEST
77069,TX HOUSTON NORTH,CENTRAL
46290,IN INDIANAPOLIS NORTH,EAST
22025,VA ALEXANDRIA,EAST
7746,NJ CENTRAL,NORTH
90011,CA LONG BEACH,WEST
12206,NY WESTCHESTER,EAST
2048,CT HARTFORD,EAST
95648,CA SACRAMENTO,WEST
29902,FL JACKSONVILLE,SOUTH
72476,TN NASHVILLE,CENTRAL
45431,KY LOUISVILLE,EAST
28103,NC CHARLOTTE,SOUTH
77099,TX HOUSTON NORTH,CENTRAL
8022,NJ SOUTHERN,NORTH
79072,TX EL PASO,CENTRAL
33467,FL WEST PALM BEACH,SOUTH
28786,SC GREENVILLE,SOUTH
70084,LA NEW ORLEANS,SOUTH
35077,AL HUNTSVILLE,CENTRAL
12202,NY WESTCHESTER,EAST
37216,TN NASHVILLE,CENTRAL
90222,CA LONG BEACH,WEST
91737,CA RIVERSIDE,WEST
92114,CA SAN DIEGO,WEST
95205,CA SAN JOSE,WEST
31030,GA ATLANTA SOUTH,SOUTH
80503,CO SOUTH,WEST
64064,MO KANSAS CITY,CENTRAL
31064,GA ATLANTA SOUTH,SOUTH
29588,NC WILMINGTON,EAST
30752,GA ATLANTA NORTH,SOUTH
92251,CA SAN DIEGO,WEST
32312,FL TALLAHASSEE,SOUTH
13039,NY BUFFALO,EAST
73565,OK OKLAHOMA CITY,CENTRAL
92626,CA IRVINE,WEST
45426,KY LOUISVILLE,EAST
88101,TX EL PASO,CENTRAL
7103,NJ NORTHERN,NORTH
14204,NY BUFFALO,EAST
34677,FL TAMPA,SOUTH
30345,GA ATLANTA NORTH,SOUTH
50124,MO KANSAS CITY,CENTRAL
12211,NY WESTCHESTER,EAST
25917,KY LOUISVILLE,EAST
73759,OK OKLAHOMA CITY,CENTRAL
16401,NY BUFFALO,EAST
20721,MD BETHESDA SOUTH,EAST
47906,IN INDIANAPOLIS NORTH,EAST
46074,IN INDIANAPOLIS NORTH,EAST
45424,KY LOUISVILLE,EAST
15207,PA PITTSBURGH,EAST
8361,NJ SOUTHERN,NORTH
11510,NY LONG ISLAND WEST,NORTH
75428,TX DALLAS,CENTRAL
7008,NJ NORTHERN,NORTH
91722,CA IRVINE,WEST
75491,TX IRVING,CENTRAL
37840,TN KNOXVILLE,CENTRAL
78717,TX AUSTIN,CENTRAL
46552,IN INDIANAPOLIS NORTH,EAST
45323,KY LOUISVILLE,EAST
60803,IN INDIANAPOLIS NORTH,EAST
45305,KY LOUISVILLE,EAST
16508,NY BUFFALO,EAST
85705,AZ ARIZONA,WEST
40219,KY LOUISVILLE,EAST
48471,MI DETROIT,EAST
77003,TX HOUSTON NORTH,CENTRAL
46501,IN INDIANAPOLIS NORTH,EAST
91040,CA LOS ANGELES NORTH,WEST
1095,CT BRIDGEPORT,EAST
80218,CO SOUTH,WEST
64024,MO KANSAS CITY,CENTRAL
90274,CA LONG BEACH,WEST
21227,MD BETHESDA SOUTH,EAST
37725,TN KNOXVILLE,CENTRAL
74361,OK OKLAHOMA CITY,CENTRAL
32601,FL TALLAHASSEE,SOUTH
93401,CA SAN JOSE,WEST
80110,CO SOUTH,WEST
30062,GA ATLANTA NORTH,SOUTH
7026,NJ HACKENSACK,NORTH
32534,FL TALLAHASSEE,SOUTH
60561,IN INDIANAPOLIS NORTH,EAST
36756,AL BIRMINGHAM,SOUTH
30721,GA ATLANTA NORTH,SOUTH
36037,AL BIRMINGHAM,SOUTH
73072,OK OKLAHOMA CITY,CENTRAL
15221,PA PITTSBURGH,EAST
34446,FL TALLAHASSEE,SOUTH
34287,FL TAMPA,SOUTH
77086,TX HOUSTON NORTH,CENTRAL
70548,LA NEW ORLEANS,SOUTH
38351,AL HUNTSVILLE,CENTRAL
60941,IN INDIANAPOLIS NORTH,EAST
60202,IN INDIANAPOLIS NORTH,EAST
8527,NJ CENTRAL,NORTH
29672,SC GREENVILLE,SOUTH
44830,MI DETROIT,EAST
80439,CO SOUTH,WEST
7514,NJ HACKENSACK,NORTH
85028,AZ ARIZONA,WEST
2150,CT HARTFORD,EAST
7050,NJ NORTHERN,NORTH
20759,MD BETHESDA SOUTH,EAST
90822,CA LONG BEACH,WEST
38105,TN NASHVILLE,CENTRAL
95126,CA SAN JOSE,WEST
95110,CA SAN JOSE,WEST
45404,KY LOUISVILLE,EAST
35466,AL BIRMINGHAM,SOUTH
8106,NJ SOUTHERN,NORTH
27605,NC RALEIGH,EAST
16502,NY BUFFALO,EAST
31032,GA ATLANTA SOUTH,SOUTH
75208,TX IRVING,CENTRAL
90036,CA LOS ANGELES NORTH,WEST
2777,CT HARTFORD,EAST
91744,CA IRVINE,WEST
70123,LA NEW ORLEANS,SOUTH
32444,FL TALLAHASSEE,SOUTH
29306,NC CHARLOTTE,SOUTH
78015,TX AUSTIN,CENTRAL
35582,AL HUNTSVILLE,CENTRAL
75402,TX DALLAS,CENTRAL
1602,CT HARTFORD,EAST
7624,NJ HACKENSACK,NORTH
46714,IN INDIANAPOLIS NORTH,EAST
8037,NJ SOUTHERN,NORTH
90019,CA LONG BEACH,WEST
75098,TX DALLAS,CENTRAL
32712,FL ORLANDO,SOUTH
94510,CA SAN FRANCISCO EAST,WEST
23836,VA ALEXANDRIA,EAST
44310,PA PITTSBURGH,EAST
18940,NJ CENTRAL,NORTH
49048,MI DETROIT,EAST
72714,OK OKLAHOMA CITY,CENTRAL
10509,NY WESTCHESTER,EAST
90041,CA LOS ANGELES NORTH,WEST
19022,PA PHILADELPHIA SOUTH,NORTH
45044,KY LOUISVILLE,EAST
48638,MI DETROIT,EAST
75901,TX DALLAS,CENTRAL
85027,AZ ARIZONA,WEST
28202,NC CHARLOTTE,SOUTH
37650,NC CHARLOTTE,SOUTH
78749,TX AUSTIN,CENTRAL
64701,MO KANSAS CITY,CENTRAL
11978,NY LONG ISLAND EAST,NORTH
45804,MI DETROIT,EAST
33009,FL MIAMI,SOUTH
8540,NJ CENTRAL,NORTH
47725,KY LOUISVILLE,EAST
90620,CA IRVINE,WEST
73701,OK OKLAHOMA CITY,CENTRAL
75229,TX IRVING,CENTRAL
32081,FL JACKSONVILLE,SOUTH
23219,VA ALEXANDRIA,EAST
80601,CO SOUTH,WEST
95451,CA SAN FRANCISCO EAST,WEST
91745,CA IRVINE,WEST
27542,NC WILMINGTON,EAST
19601,PA PHILADELPHIA SOUTH,NORTH
28345,NC WILMINGTON,EAST
30741,GA ATLANTA NORTH,SOUTH
44003,PA PITTSBURGH,EAST
6268,CT HARTFORD,EAST
94804,CA SAN FRANCISCO EAST,WEST
95148,CA SAN JOSE,WEST
95062,CA SAN JOSE,WEST
77627,TX HOUSTON NORTH,CENTRAL
40906,TN KNOXVILLE,CENTRAL
29697,SC GREENVILLE,SOUTH
15626,PA PITTSBURGH,EAST
32641,FL TALLAHASSEE,SOUTH
1608,CT HARTFORD,EAST
15009,PA PITTSBURGH,EAST
24340,TN KNOXVILLE,CENTRAL
93060,CA LOS ANGELES NORTH,WEST
92352,CA RIVERSIDE,WEST
34208,FL TAMPA,SOUTH
34103,FL MIAMI,SOUTH
30453,FL JACKSONVILLE,SOUTH
40977,TN KNOXVILLE,CENTRAL
85750,AZ ARIZONA,WEST
60901,IN INDIANAPOLIS NORTH,EAST
86413,AZ ARIZONA,WEST
19609,PA PHILADELPHIA SOUTH,NORTH
2119,CT HARTFORD,EAST
80134,CO SOUTH,WEST
92008,CA SAN DIEGO,WEST
2841,CT HARTFORD,EAST
90073,CA LONG BEACH,WEST
19078,PA PHILADELPHIA SOUTH,NORTH
91108,CA LOS ANGELES NORTH,WEST
10538,NY BRONX,NORTH
20132,VA ALEXANDRIA,EAST
28762,SC GREENVILLE,SOUTH
91945,CA SAN DIEGO,WEST
44452,PA PITTSBURGH,EAST
7640,NJ HACKENSACK,NORTH
60050,IN INDIANAPOLIS NORTH,EAST
1862,CT HARTFORD,EAST
19023,PA PHILADELPHIA SOUTH,NORTH
11001,NY LONG ISLAND WEST,NORTH
27045,NC CHARLOTTE,SOUTH
37329,TN KNOXVILLE,CENTRAL
16121,PA PITTSBURGH,EAST
28904,SC GREENVILLE,SOUTH
70047,LA NEW ORLEANS,SOUTH
93271,CA CENTRAL,WEST
27823,NC RALEIGH,EAST
7631,NJ HACKENSACK,NORTH
40502,KY LOUISVILLE,EAST
96025,CA SAN FRANCISCO EAST,WEST
19606,PA PHILADELPHIA SOUTH,NORTH
21222,MD BETHESDA SOUTH,EAST
31825,GA ATLANTA SOUTH,SOUTH
6606,CT BRIDGEPORT,EAST
29456,FL JACKSONVILLE,SOUTH
78208,TX AUSTIN,CENTRAL
6512,CT BRIDGEPORT,EAST
85377,AZ ARIZONA,WEST
35215,AL HUNTSVILLE,CENTRAL
38663,AL HUNTSVILLE,CENTRAL
93907,CA SAN JOSE,WEST
11435,NY QUEENS,NORTH
29045,NC CHARLOTTE,SOUTH
80227,CO SOUTH,WEST
25302,KY LOUISVILLE,EAST
46204,IN INDIANAPOLIS NORTH,EAST
8033,NJ SOUTHERN,NORTH
27521,NC WILMINGTON,EAST
42409,KY LOUISVILLE,EAST
10543,NY BRONX,NORTH
47711,KY LOUISVILLE,EAST
89183,NV LAS VEGAS,WEST
28164,NC CHARLOTTE,SOUTH
93420,CA SAN JOSE,WEST
6786,CT BRIDGEPORT,EAST
73008,OK OKLAHOMA CITY,CENTRAL
46312,IN INDIANAPOLIS NORTH,EAST
33703,FL TAMPA,SOUTH
8884,NJ CENTRAL,NORTH
95386,CA SAN JOSE,WEST
45233,KY LOUISVILLE,EAST
64055,MO KANSAS CITY,CENTRAL
74578,OK OKLAHOMA CITY,CENTRAL
37072,TN NASHVILLE,CENTRAL
33496,FL WEST PALM BEACH,SOUTH
33186,FL MIAMI,SOUTH
28759,SC GREENVILLE,SOUTH
75652,TX DALLAS,CENTRAL
60477,IN INDIANAPOLIS NORTH,EAST
37803,TN KNOXVILLE,CENTRAL
11221,NY BROOKLYN,NORTH
7305,NJ NORTHERN,NORTH
6067,CT HARTFORD,EAST
95320,CA SAN JOSE,WEST
30363,GA ATLANTA NORTH,SOUTH
11361,NY LONG ISLAND WEST,NORTH
46741,IN INDIANAPOLIS NORTH,EAST
78702,TX AUSTIN,CENTRAL
18929,PA PHILADELPHIA NORTH,NORTH
28278,NC CHARLOTTE,SOUTH
72916,OK OKLAHOMA CITY,CENTRAL
95519,CA SAN FRANCISCO EAST,WEST
89032,NV LAS VEGAS,WEST
7020,NJ HACKENSACK,NORTH
35904,AL HUNTSVILLE,CENTRAL
28711,SC GREENVILLE,SOUTH
28107,NC CHARLOTTE,SOUTH
60089,IN INDIANAPOLIS NORTH,EAST
45669,KY LOUISVILLE,EAST
2139,CT HARTFORD,EAST
1778,CT HARTFORD,EAST
1020,CT BRIDGEPORT,EAST
2332,CT HARTFORD,EAST
1062,CT BRIDGEPORT,EAST
91768,CA IRVINE,WEST
28366,NC WILMINGTON,EAST
28311,NC WILMINGTON,EAST
27891,NC RALEIGH,EAST
7650,NJ HACKENSACK,NORTH
11946,NY LONG ISLAND EAST,NORTH
68135,MO KANSAS CITY,CENTRAL
7869,NJ HACKENSACK,NORTH
60586,IN INDIANAPOLIS NORTH,EAST
89423,CA SACRAMENTO,WEST
7052,NJ NORTHERN,NORTH
16505,NY BUFFALO,EAST
19126,PA PHILADELPHIA NORTH,NORTH
37086,TN NASHVILLE,CENTRAL
81144,CO SOUTH,WEST
33407,FL WEST PALM BEACH,SOUTH
7003,NJ NORTHERN,NORTH
28752,SC GREENVILLE,SOUTH
80903,CO SOUTH,WEST
28120,NC CHARLOTTE,SOUTH
16501,NY BUFFALO,EAST
79745,TX EL PASO,CENTRAL
23231,VA ALEXANDRIA,EAST
6120,CT HARTFORD,EAST
90638,CA LONG BEACH,WEST
74955,OK OKLAHOMA CITY,CENTRAL
1020,CT BRIDGEPORT,EAST
1089,CT BRIDGEPORT,EAST
35653,AL HUNTSVILLE,CENTRAL
40403,KY LOUISVILLE,EAST
42021,KY LOUISVILLE,EAST
31558,FL JACKSONVILLE,SOUTH
88220,TX EL PASO,CENTRAL
2324,CT HARTFORD,EAST
8733,NJ CENTRAL,NORTH
15220,PA PITTSBURGH,EAST
30601,SC GREENVILLE,SOUTH
23153,VA ALEXANDRIA,EAST
48239,MI DETROIT,EAST
91016,CA LOS ANGELES NORTH,WEST
15482,PA PITTSBURGH,EAST
27298,NC RALEIGH,EAST
92808,CA IRVINE,WEST
18452,NY WESTCHESTER,EAST
28458,NC WILMINGTON,EAST
37763,TN KNOXVILLE,CENTRAL
16050,PA PITTSBURGH,EAST
19372,PA PHILADELPHIA SOUTH,NORTH
33838,FL ORLANDO,SOUTH
11225,NY BROOKLYN,NORTH
30274,GA ATLANTA SOUTH,SOUTH
40383,KY LOUISVILLE,EAST
36027,AL BIRMINGHAM,SOUTH
94086,CA SAN JOSE,WEST
28512,NC WILMINGTON,EAST
80205,CO SOUTH,WEST
19153,PA PHILADELPHIA SOUTH,NORTH
27244,NC RALEIGH,EAST
39563,LA NEW ORLEANS,SOUTH
92127,CA SAN DIEGO,WEST
90716,CA IRVINE,WEST
91104,CA LOS ANGELES NORTH,WEST
60546,IN INDIANAPOLIS NORTH,EAST
7657,NJ HACKENSACK,NORTH
95138,CA SAN JOSE,WEST
92405,CA RIVERSIDE,WEST
10589,NY WESTCHESTER,EAST
48048,MI DETROIT,EAST
43338,PA PITTSBURGH,EAST
68826,MO KANSAS CITY,CENTRAL
48755,MI DETROIT,EAST
19333,PA PHILADELPHIA SOUTH,NORTH
30633,SC GREENVILLE,SOUTH
66215,MO KANSAS CITY,CENTRAL
7016,NJ NORTHERN,NORTH
8086,NJ SOUTHERN,NORTH
91411,CA LOS ANGELES NORTH,WEST
77001,TX HOUSTON NORTH,CENTRAL
37924,TN KNOXVILLE,CENTRAL
60069,IN INDIANAPOLIS NORTH,EAST
1604,CT HARTFORD,EAST
48220,MI DETROIT,EAST
81001,CO SOUTH,WEST
92656,CA IRVINE,WEST
78234,TX AUSTIN,CENTRAL
68010,MO KANSAS CITY,CENTRAL
18343,PA PHILADELPHIA NORTH,NORTH
45434,KY LOUISVILLE,EAST
38111,TN NASHVILLE,CENTRAL
7004,NJ HACKENSACK,NORTH
46107,IN INDIANAPOLIS NORTH,EAST
38841,AL HUNTSVILLE,CENTRAL
75762,TX DALLAS,CENTRAL
27028,NC CHARLOTTE,SOUTH
7405,NJ HACKENSACK,NORTH
85382,AZ ARIZONA,WEST
18433,NY WESTCHESTER,EAST
6117,CT HARTFORD,EAST
46507,IN INDIANAPOLIS NORTH,EAST
94965,CA SAN FRANCISCO EAST,WEST
30310,GA ATLANTA SOUTH,SOUTH
44236,PA PITTSBURGH,EAST
77066,TX HOUSTON NORTH,CENTRAL
19056,NJ CENTRAL,NORTH
37327,TN KNOXVILLE,CENTRAL
39560,LA NEW ORLEANS,SOUTH
12192,NY WESTCHESTER,EAST
24224,TN KNOXVILLE,CENTRAL
16509,NY BUFFALO,EAST
6479,CT HARTFORD,EAST
32607,FL TALLAHASSEE,SOUTH
30252,GA ATLANTA SOUTH,SOUTH
33430,FL WEST PALM BEACH,SOUTH
94592,CA SAN FRANCISCO EAST,WEST
8857,NJ CENTRAL,NORTH
77023,TX HOUSTON NORTH,CENTRAL
96130,CA SACRAMENTO,WEST
15218,PA PITTSBURGH,EAST
90049,CA LOS ANGELES NORTH,WEST
60108,IN INDIANAPOLIS NORTH,EAST
60120,IN INDIANAPOLIS NORTH,EAST
60461,IN INDIANAPOLIS NORTH,EAST
11952,NY LONG ISLAND EAST,NORTH
66223,MO KANSAS CITY,CENTRAL
51105,MO KANSAS CITY,CENTRAL
2382,CT HARTFORD,EAST
8048,NJ SOUTHERN,NORTH
70445,LA NEW ORLEANS,SOUTH
60103,IN INDIANAPOLIS NORTH,EAST
78070,TX AUSTIN,CENTRAL
15063,PA PITTSBURGH,EAST
2081,CT HARTFORD,EAST
44505,PA PITTSBURGH,EAST
48017,MI DETROIT,EAST
28650,NC CHARLOTTE,SOUTH
74851,OK OKLAHOMA CITY,CENTRAL
6897,NY WESTCHESTER,EAST
60441,IN INDIANAPOLIS NORTH,EAST
81502,CO SOUTH,WEST
2806,CT HARTFORD,EAST
60631,IN INDIANAPOLIS NORTH,EAST
34231,FL TAMPA,SOUTH
14042,NY BUFFALO,EAST
33909,FL MIAMI,SOUTH
77449,TX HOUSTON NORTH,CENTRAL
95482,CA SAN FRANCISCO EAST,WEST
77414,TX AUSTIN,CENTRAL
28159,NC CHARLOTTE,SOUTH
70420,LA NEW ORLEANS,SOUTH
30110,GA ATLANTA SOUTH,SOUTH
28306,NC WILMINGTON,EAST
50047,MO KANSAS CITY,CENTRAL
87002,TX EL PASO,CENTRAL
50021,MO KANSAS CITY,CENTRAL
85051,AZ ARIZONA,WEST
7065,NJ NORTHERN,NORTH
25003,KY LOUISVILLE,EAST
31522,FL JACKSONVILLE,SOUTH
35044,AL BIRMINGHAM,SOUTH
14590,NY BUFFALO,EAST
924,FL MIAMI,SOUTH
41144,KY LOUISVILLE,EAST
44408,PA PITTSBURGH,EAST
76249,TX FORT WORTH,CENTRAL
80120,CO SOUTH,WEST
27806,NC WILMINGTON,EAST
29707,NC CHARLOTTE,SOUTH
77498,TX AUSTIN,CENTRAL
78736,TX AUSTIN,CENTRAL
85248,AZ ARIZONA,WEST
11766,NY LONG ISLAND EAST,NORTH
90262,CA LONG BEACH,WEST
70005,LA NEW ORLEANS,SOUTH
94947,CA SAN FRANCISCO EAST,WEST
21017,MD BETHESDA SOUTH,EAST
42408,KY LOUISVILLE,EAST
43935,PA PITTSBURGH,EAST
73118,OK OKLAHOMA CITY,CENTRAL
21703,MD BETHESDA SOUTH,EAST
6340,CT HARTFORD,EAST
94108,CA SAN FRANCISCO EAST,WEST
15066,PA PITTSBURGH,EAST
33908,FL MIAMI,SOUTH
31830,GA ATLANTA SOUTH,SOUTH
37128,TN NASHVILLE,CENTRAL
16627,PA PITTSBURGH,EAST
93620,CA CENTRAL,WEST
78250,TX AUSTIN,CENTRAL
35553,AL HUNTSVILLE,CENTRAL
24290,TN KNOXVILLE,CENTRAL
6519,CT BRIDGEPORT,EAST
60463,IN INDIANAPOLIS NORTH,EAST
